ID товара,Название препарата,Рецептурность препарата,Производитель,Активное вещество,Текущая цена,Старая цена,Ссылка на картинку,Ссылка на товар,Название региона
36687,Глюкофаж Лонг 500 мг Таблетки пролонгированного действия 60 шт,По рецепту,Нанолек,Метформин,387,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/lbGxtZUBrbRC1cy59Sk2-300x300,https://gorzdrav.org/p/gljukofazh-long-tabl-p-o-500mg-n60-36687/,Москва
331207,Глимепирид-Озон Таблетки 4 мг 30 шт,По рецепту,Озон,Глимепирид,567,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/jnGvuZUBVT-7ZLtg-3Iv-300x300,https://gorzdrav.org/p/glimepirid-tab-4mg-30-331207/,Москва
32803,Галвус Мет Таблетки 50 мг + 850 мг 30 шт,По рецепту,Новартис Фарма,Вилдаглиптин+Метформин,1999,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/p2ttuJUBybk0vr4zNQrh-300x300,https://gorzdrav.org/p/galvus-met-tab-p-pl-ob-50mg-850mg-30-32803/,Москва
51605,Дибикор Таблетки 500 мг 60 шт,,ПИК-Фарма,Таурин,648,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/jCtJfZgBHhsKBsZej5On-300x300,https://gorzdrav.org/p/dibikor-tabl-500mg-n60-51605/,Москва
250379,Метформин-Вертекс Таблетки покрытые пленочной оболочкой 850 мг 60 шт,По рецепту,Вертекс,Метформин,74,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/MkeyuZUB7vQMbYfx22WU-300x300,https://gorzdrav.org/p/metforminverteks-tabl-p-o-plen-850-mg-kh60-250379/,Москва
58715,Минирин Мелт Таблетки-лиофилизат 60 мкг 30 шт,По рецепту,CATALENT UK SWINDON ZYDIS,Десмопрессин,1569,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/wB03tpUB4hniyrJCTziE-300x300,https://gorzdrav.org/p/minirin-tab-rassas-60mkg-30-58715/,Москва
36943,Диабефарм МВ Таблетки 30 мг 60 шт,По рецепту,Фармакор Продакшн,Гликлазид,235,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/BTN3t5UBybk0vr4zlIFX-300x225,https://gorzdrav.org/p/diabefarm-mv-tab-s-modif-vysvob-30mg-60-36943/,Москва
192497,"Туджео СолоСтар Раствор для подкожного введения 300 ЕД/мл 1,5 мл картриджи в Шприц-ручках СолоСтар 3 шт",По рецепту,Санофи,Инсулин гларгин,3138,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/a5Tht5UB_o6zmeq9DoZ2-300x190,https://gorzdrav.org/p/tudzheo-solostar-rr-d-i-300ed-ml-1-5ml-n3-192497/,Москва
648805,Глипвило Мет Таблетки 50 мг + 1000 мг 60 шт,По рецепту,КРКА,Вилдаглиптин,1602,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/hrQlu5UB5yfJBvc37PY6-300x300,https://gorzdrav.org/p/glipvilo-met-0-05-1-0-n60-tabl-p-plen-oboloch-648805/,Москва
211548,Эводин Таблетки покрытые пленочной оболочкой 5 мг 28 шт,По рецепту,Герофарм,Эвоглиптин,1248,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/zpQluZUB4hniyrJCbPuv-300x300,https://gorzdrav.org/p/evodin-tabl-p-o-5mg-28-211548/,Москва
594555,Метформин Таблетки 850 мг 30 шт,По рецепту,Борисовский Завод Медицинских Препаратов,Метформин,95,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/KkKxupUBarzHQIadeAbP-300x300,https://gorzdrav.org/p/metformin-0-85-n30-tabl-p-plen-oboloch-594555/,Москва
634384,Глимепирид таблетки 4 мг 90 шт,По рецепту,Фармпроект,Глимепирид,1467,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/3MtBBZwB-jufNU_rHEJa-300x212,https://gorzdrav.org/p/glimepirid-tabl-4mg-n90-634384/,Москва
649081,Глиптозан Таблетки 100 мг 30 шт,По рецепту,Гротекс,Ситаглиптин,798,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/vz-aNJYBbTelyQYwLFmE-300x203,https://gorzdrav.org/p/gliptozan-0-1-n30-tabl-p-plen-oboloch-649081/,Москва
666776,"Седжаро Раствор для подкожного введения 7,5 мг/доза шприц-ручка 2,4 мл 1 шт + игла 4 шт",По рецепту,Герофарм,Тирзепатид,10032,11147,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/lmgGYZgBJwpR6z9ZDMTk-300x210,https://gorzdrav.org/p/sedzharo-rr-dlja-p-k-vved-7-5-mg-doza-shpricruchka-2-4-ml-1-igla-4-666776/,Москва
268581,Глимепирид Таблетки 2 мг 30 шт,По рецепту,Фармпроект,Глимепирид,282,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/vpFABZwB-jufNU_rN-T--300x212,https://gorzdrav.org/p/glimepirid-0-002-n30-tabl-farmproekt-268581/,Москва
643681,Вилдаглиптин-Озон Таблетки 50 мг 28 шт,По рецепту,Озон,Вилдаглиптин,701,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/acCRupUBu1bHOSl1U1ab-300x300,https://gorzdrav.org/p/vildagliptin-tabl-50mg-n28-643681/,Москва
667071-2,Набор из двух упаковок Седжаро Раствор для подкожного введения 10 мг/доза + игла 4 шт,По рецепту,,,25552,27552,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/kfYPLpwBOkTyP3bfuIe6-300x300,https://gorzdrav.org/p/bundle_sedzharo-0-01-doza-shpricruchka-rr-p-k-igla-n4-667071-2/,Москва
594939,Глимепирид Таблетки 4 мг 30 шт,По рецепту,Рафарма,Глимепирид,291,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/8h-vupUBarzHQIadaTJb-300x300,https://gorzdrav.org/p/glimepirid-tabl-4mg-n30-594939/,Москва
333877,Мерифатин МВ Таблетки 750 мг 60 шт,По рецепту,Фармасинтез,Метформин,468,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/wmJyuZUBVT-7ZLtgL4NF-300x300,https://gorzdrav.org/p/merifatin-mv-tab-prolong-750mg-60-333877/,Москва
198381,Велметия Таблетки покрытые оболочкой 850 мг + 50 мг 56 шт,По рецепту,Берлин-Фарма,Метформин+Ситаглиптин,3219,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/Qwzut5UB4hniyrJCJs9K-300x169,https://gorzdrav.org/p/velmetija-tabl-p-o-850mg-50mg-56-198381/,Москва
49574,Форсига Таблетки покрытые пленочной оболочкой 10 мг 30 шт,По рецепту,AstraZeneca,Дапаглифлозин,2545,2828,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/Sa8PoZcB2BGN4fsdPB4e-300x300,https://gorzdrav.org/p/forsiga-tabl-10mg-n30-49574/,Москва
668719-3,"Набор из трех упаковок Семавик Раствор для подкожного введения 1,34 мг/мл шприц-ручка 3 мл 1 шт + иглы 9 шт",По рецепту,,,15220,17220,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/lC4uLpwBO1hvZDjOuCH5-300x300,https://gorzdrav.org/p/bundle_semavik-rr-p-k-vved-0-25-0-5-1mg-doza-3ml-n1-shpricruchka-igla-odnoraz-n9-668719-3/,Москва
258827,Глимепирид ФП Таблетки 4 мг 30 шт,По рецепту,Фармпроект,Глимепирид,355,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/lpRABZwBOkTyP3bfpfMr-300x212,https://gorzdrav.org/p/glimepirid-0-004-n30-tabl-farmproekt-258827/,Москва
665684,Вилдаглиптин Гликвитабс Таблетки 50 мг 30 шт,По рецепту,Фармстандарт,Вилдаглиптин,540,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/YWFZq5YBuDZ3SNYhPKSA-300x300,https://gorzdrav.org/p/vildagliptin-glikvitabs-0-05-n30-tabl-665684/,Москва
669584,Вилдаглиптин Таблетки 50 мг 28 шт,По рецепту,Hemofarm,Вилдаглиптин,686,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/xjQrTZwBbjLDJSEj36CD-300x300,https://gorzdrav.org/p/vildagliptin-0-05-n28-tabl-669584/,Москва
331205,Глимепирид-Озон Таблетки 2 мг 30 шт,По рецепту,Озон,Глимепирид,380,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/3nCwuZUB7vQMbYfxLLxm-300x197,https://gorzdrav.org/p/glimepirid-tab-2mg-30-331205/,Москва
32541,Тиоктацид 600 Т Раствор для внутривенного введения 25 мг/мл 24 мл ампулы 5 шт,По рецепту,Меда Фарма,Тиоктовая кислота,1713,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/UZWLtZUB4hniyrJCZjJo-300x300,https://gorzdrav.org/p/tioktacid-konc-d-rra-d-inf-600mg-25ml-amp-24ml-n5-32541/,Москва
658152,Ринсулин Микс 30/70 Суспензия для подкожного введения 100 МЕ/мл в картридже 3 мл 5 шт,По рецепту,Герофарм,Инсулин двухфазный [человеческий генно-инженерный],1148,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/FQYuu5UBJVujGJtQSOvP-300x300,https://gorzdrav.org/p/rinsulin-miks-30-70-susp-p-k-vved-100me-ml-kartridzhi-3ml-5-658152/,Москва
23676,Тиогамма раствор для инфузий 12 мг/мл 50 мл 10 шт,По рецепту,Solupharm,Тиоктовая кислота,2110,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/5it1U5oBy6WW8PWFhtIE-300x300,https://gorzdrav.org/p/tiogamma-rr-d-inf-12mg-ml-50ml-fl-10-23676/,Москва
23207,Пурегон Пэн ручка-инжектор для введения лекарственных средств 1 шт,По рецепту,МСД ФАРМАСЬЮТИКАЛС,,1471,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/q4ZgtZUB4hniyrJCGlP0-300x300,https://gorzdrav.org/p/puregon-ruchka-n1-up-23207/,Москва
663840,Сиофор Лонг Таблетки с пролонгированным высвобождением 500 мг 60 шт,По рецепту,Berlin-Chemie,,301,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/DmRfu5UB5yfJBvc3NmHC-300x208,https://gorzdrav.org/p/siofor-long-tab-prolong-500mg-n60-663840/,Москва
665214,Вилдаглиптин Гликвитабс Таблетки 50 мг 60 шт,По рецепту,Фармстандарт,Вилдаглиптин,1056,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/UaJZq5YBuDZ3SNYhD5bg-300x300,https://gorzdrav.org/p/vildagliptin-glikvitabs-0-05-n60-tabl-665214/,Москва
205275,Метформин Таблетки покрытые пленочной оболочкой 500 мг 60 шт,По рецепту,Рафарма,Метформин,144,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/1YqQuJUBybk0vr4zRl1c-300x222,https://gorzdrav.org/p/metformin-tabl-p-pl-ob-500mg-60-205275/,Москва
665876,Лусефи Таблетки 5 мг 30 шт,По рецепту,СЕРВЬЕ РУС,Лусеоглифлозин,3520,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/TZACkZYBa7_a2x-rc01P-300x300,https://gorzdrav.org/p/lusefi-5mg-tabl-p-pl-ob-n30-665876/,Москва
600837,Росинсулин Р Раствор для инъекций 100 МЕ/мл 5 мл 5 шт,По рецепту,МЕДСИНТЕЗ ЗАВОД,Инсулин растворимый [человеческий генно-инженерный],1276,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/yu2ONJYBbTelyQYwnEnq-300x300,https://gorzdrav.org/p/rosinsulin-r-100me-ml-5ml-n5-flak-rr-d-in-600837/,Москва
40997,Биосулин Р Раствор для инъекций 100 МЕ/мл 10 мл 1 шт,По рецепту,Фармстандарт,Инсулин растворимый [человеческий генно-инженерный],581,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/_I9ft5UBybk0vr4z_8ZL-261x300,https://gorzdrav.org/p/biosulin-r-rr-d-in-100ed-ml-10ml-fl-1-40997/,Москва
619543,КардиоАктив Таурин Таблетки 500 мг 120 шт,,Эвалар,Таурин,1135,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/5DYyupUBRjkwyzW359pU-300x203,https://gorzdrav.org/p/kardioaktiv-taurin-0-5-n120-tabl-619543/,Москва
667694,"Седжаро Раствор для подкожного введения 12,5 мг/доза шприц-ручка + игла 4 шт",По рецепту,Герофарм,Тирзепатид,14180,15756,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/lrSCCZkBSj3lfnbrUHc4-300x210,https://gorzdrav.org/p/sedzharo-0-0125-doza-shpricruchka-rr-p-k-igla-n4-667694/,Москва
621824,"Десмопрессин Таблетки 0,1 мг 30 шт",По рецепту,Озон,Десмопрессин,766,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/Y2-IyJkBu6LHc-yHA5VV-300x171,https://gorzdrav.org/p/desmopressin-tabl-0-1mg-30-621824/,Москва
593359,"Синджарди Таблетки покрытые пленочной оболочкой 1000 мг + 12,5 мг 60 шт",По рецепту,Берингер,Метформин+Эмпаглифлозин,5197,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/8xtXupUBu1bHOSl1rvP1-300x300,https://gorzdrav.org/p/sindzhardi-tab-p-p-o-1000mg-12-5mg-60-593359/,Москва
40768,Октолипен капсулы 300 мг 30 шт,По рецепту,Фармстандарт,Тиоктовая кислота,412,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/Fw7ctZUBybk0vr4z-4Vj-300x300,https://gorzdrav.org/p/oktolipen-kaps-300mg-n30-40768/,Москва
590358,Тиоктовая кислота-Озон Таблетки 300 мг 30 шт,По рецепту,Озон,Тиоктовая кислота,488,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/Fb4lu5UBJVujGJtQtHGt-300x215,https://gorzdrav.org/p/tioktovaja-kislota-tabl-p-p-o-300mg-30-590358/,Москва
337783,Инкресинк Таблетки 25 мг + 15 мг 28 шт,По рецепту,Такеда Фармасьютикалс,Алоглиптин+Пиоглитазон,1368,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/gIPpuZUBVT-7ZLtgM5jA-300x200,https://gorzdrav.org/p/inkresink-0-025-0-015-n28-tabl-p-plen-oboloch-337783/,Москва
52635,Випидия Таблетки покрытые пленочной оболочкой 25 мг 28 шт,По рецепту,Hemofarm,Алоглиптин,1569,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/UV4atpUBrbRC1cy5ENYn-300x300,https://gorzdrav.org/p/vipidija-tabl-p-o-25mg-n28-52635/,Москва
36880,Новомикс 30 ФлексПен Суспензия для подкожного введения 100 ед/мл шприц-ручка 3 мл 5 шт,По рецепту,Ново Нордиск,Инсулин аспарт двухфазный,2186,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/20OztZUBybk0vr4zqs_r-300x300,https://gorzdrav.org/p/novomiks-30-flekspen-susp-d-in-100ed-ml-shpricruchka-3ml-n5-36880/,Москва
584638,"Туджео СолоСтар Раствор для подкожного введения 300 ЕД/мл 1,5 мл 5 шт",По рецепту,Санофи,Инсулин гларгин,5227,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/vK9BupUBRjkwyzW3l4G0-300x270,https://gorzdrav.org/p/tudzheo-solostar-rr-d-i-300ed-ml-1-5ml-n5-584638/,Москва
36922,Тиоктацид БВ Таблетки 600 мг 100 шт,По рецепту,Меда Фарма,Тиоктовая кислота,3409,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/9420tZUBrbRC1cy5utz7-300x300,https://gorzdrav.org/p/tioktacid-tabl-p-pl-ob-600mg-n100-36922/,Москва
625453,Метформин-СЗ Таблетки с пролонгированным высвобождением 1000 мг 60 шт,По рецепту,Северная Звезда,Метформин,476,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/xYOhupUBRjkwyzW3RKsy-300x300,https://gorzdrav.org/p/metforminsz-1-0-n60-tabl-prolong-vysvob-625453/,Москва
