ID товара,Название препарата,Рецептурность препарата,Производитель,Активное вещество,Текущая цена,Старая цена,Ссылка на картинку,Ссылка на товар,Название региона
667071,Седжаро Раствор для подкожного введения 10 мг/доза + игла 4 шт,По рецепту,Герофарм,Тирзепатид,12398,13776,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/ktIEYZgBJwpR6z9Z7YRR-300x210,https://gorzdrav.org/p/sedzharo-0-01-doza-shpricruchka-rr-p-k-igla-n4-667071/,Москва
24477,Сиофор Таблетки покрытые оболочкой 1000 мг 60 шт,По рецепту,Berlin-Chemie,Метформин,219,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/8o1ltZUBrbRC1cy50_eL-300x300,https://gorzdrav.org/p/siofor-tabl-p-o-1000mg-n60-24477/,Москва
24602,Биосулин Р Раствор для инъекций картридж 100 МЕ/мл 3 мл 5 шт,По рецепту,Фармстандарт,Инсулин растворимый [человеческий генно-инженерный],1133,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/5YxltZUB4hniyrJChb6l-236x300,https://gorzdrav.org/p/biosulin-r-rr-d-in-100me-ml-3ml-5-24602/,Москва
666581,"Седжаро Раствор для подкожного введения 5 мг/доза шприц-ручка 2,4 мл 1 шт + игла 4 шт",По рецепту,Герофарм,Тирзепатид,7420,8670,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/T7YHYZgBEl21vw0WA5ri-300x300,https://gorzdrav.org/p/sedzharo-rr-dlja-p-k-vved-5-mg-doza-shpricruchka-2-4-ml-1-igla-4-666581/,Москва
665151,Семуглин Раствор для подкожного введения шприц-ручка 1мг/доза 3мл + Игла 4 шт,По рецепту,Фармасинтез,Семаглутид,4914,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/cmYOVpgBEl21vw0WyT2y-300x300,https://gorzdrav.org/p/semuglin-0-001-doza-3ml-n1-shpricruchka-rr-p-k-igla-n4-665151/,Москва
667590,"Семавик Некст Раствор для подкожного введения 0,25 мг/доза шприц-ручка 3 мл 1 шт + иглы 4 шт",По рецепту,Герофарм,Семаглутид,2784,3484,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/gDPwCZgBH0J-GJRPwl2e-300x300,https://gorzdrav.org/p/semavik-nekst-0-00025-doza-3ml-n1-shpricruchka-rr-p-k-igla-odnoraz-n4-667590/,Москва
623061,Росинсулин Аспарт Р Раствор для внутривенного и подкожного введения картридж в шприц-ручке 3 мл 5 шт,По рецепту,МЕДСИНТЕЗ ЗАВОД,Инсулин двухфазный [человеческий генно-инженерный],2171,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/YzpBupUBRjkwyzW3aR31-300x276,https://gorzdrav.org/p/rosinsulin-aspart-r-100me-ml-3ml-n5-kartridzh-v-shpricruchke-rr-v-v-p-k-623061/,Москва
660472,Мерифатин МВ Таблетки с пролонгированным высвобождением 1000 мг 60 шт,По рецепту,Фармасинтез,Метформин,601,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/P6eONJYBbTelyQYwXbl7-300x300,https://gorzdrav.org/p/merifatin-mv-tab-prolong-1000mg-60-660472/,Москва
644479,"Квинсента Раствор для подкожного введения 1,34 мг/мл 0,25/0,5 мг/доза картридж в шприц-ручке 1,5 мл 1 шт + иглы 6 шт",По рецепту,Промомед,Семаглутид,4961,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/y0yOupUBRjkwyzW3Bj38-300x188,https://gorzdrav.org/p/kvinsentarrp-kvved-0-25-0-5mg-doza-1-5mlshpricruchka-1-vkomplektesiglami6sht-644479/,Москва
335986,Росинсулин С Суспензия для подкожного введения 100 МЕ/мл 5 мл 5 шт,По рецепту,МЕДСИНТЕЗ ЗАВОД,Инсулин-изофан [человеческий генно-инженерный],1226,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/TxKauZUBVT-7ZLtguAQm-300x224,https://gorzdrav.org/p/rosinsulin-s-susp-d-p-k-100me-ml-fl-5ml-5-335986/,Москва
667678-2,Набор из двух упаковок Седжаро Раствор для подкожного введения 15 мг/доза шприц-ручка + игла 4 шт,По рецепту,,,32126,35126,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/TtsOLpwBOkTyP3bf2_L9-300x300,https://gorzdrav.org/p/bundle_sedzharo-0-015-doza-shpricruchka-rr-p-k-igla-n4-667678-2/,Москва
191064,Инвокана 100 мг Таблетки покрытые пленочной оболочкой 30 шт,По рецепту,Янссен,Канаглифлозин,3278,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/kMjKt5UB_o6zmeq9acIb-300x300,https://gorzdrav.org/p/invokana-tabl-p-p-o-100mg-30-191064/,Москва
639693,Форсиглекс Таблетки 1000 мг + 50 мг 56 шт,По рецепту,Польфарма,Метформин+Ситаглиптин,1309,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/STJsupUBarzHQIadVXmy-300x169,https://gorzdrav.org/p/forsigleks-tabl-p-o-1000mg-50mg-n56-639693/,Москва
20786,Тиогамма Таблетки покрытые пленочной оболочкой 600 мг 60 шт,По рецепту,Вёрваг,Тиоктовая кислота,2018,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/aKdWtZUB4hniyrJCfC8b-300x283,https://gorzdrav.org/p/tiogamma-tabl-p-o-600mg-n60-20786/,Москва
665368,"Семуглин Раствор для подкожного введения шприц-ручка 0,25мг/0,5мл/доза 3мл + Игла 8 шт",По рецепту,Фармасинтез,Семаглутид,4963,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/ucoLVpgBEl21vw0Wowog-300x300,https://gorzdrav.org/p/semuglin-0-25-0-5mg-doza-3ml-n1-shpricruchka-rr-p-k-igla-n4-665368/,Москва
588711,Гликлазид МВ-Озон Таблетки с модифицированным высвобождением 30 мг 60 шт,По рецепту,Озон,Гликлазид,204,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/3kwuupUBRjkwyzW3EUvi-272x300,https://gorzdrav.org/p/gliklazid-mv-tab-modifv-30mg-60-588711/,Москва
655160,Вилдагвус Таблетки 50 мг 60 шт,По рецепту,Гротекс,Вилдаглиптин,1235,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/ZhYtu5UBAi6hE-ZkkTOn-300x217,https://gorzdrav.org/p/vildagvus-0-05-n60-tabl-655160/,Москва
631138,Ситадиаб Таблетки 100 мг 28 шт,По рецепту,Гедеон Рихтер,Ситаглиптин,628,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/35xdupUBarzHQIadkTTX-300x200,https://gorzdrav.org/p/sitadiab-tabl-p-o-100mg-n28-631138/,Москва
643464,Тиоктовая кислота-Виал Таблетки 300 мг 30 шт,По рецепту,Южфарм,Тиоктовая кислота,386,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/BLmONJYBbTelyQYwvW4W-300x167,https://gorzdrav.org/p/tioktovaja-kislotavial-0-3-n30-tabl-p-plen-oboloch-643464/,Москва
208425,Диабефарм МВ Таблетки 60 мг 30 шт,По рецепту,Фармакор Продакшн,Гликлазид,243,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/FET7oZYBC9g2bECqTm-q-300x225,https://gorzdrav.org/p/diabefarm-mv-tabl-60mg-30-208425/,Москва
664657,"Тирзетта Раствор для подкожного введения 5 мг 0,5 мл 4 шт",По рецепту,Биохимик,Тирзепатид,9267,10297,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/4AFsu5UBAi6hE-ZkjTej-300x300,https://gorzdrav.org/p/tirzetta-rr-p-k-vved-5-mg-0-5-ml-4-664657/,Москва
600705,Росинсулин М микс 30/70 Суспензия для подкожного введения 100МЕ/мл 3 мл 5 шт,По рецепту,МЕДСИНТЕЗ ЗАВОД,,1321,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/11iQNJYBbTelyQYw0Rfn-300x300,https://gorzdrav.org/p/rosinsulin-m-miks-30-70-100me-ml-3ml-n5-kartr-susp-600705/,Москва
666776-3,"Набор из трех упаковок Седжаро Раствор для подкожного введения 7,5 мг/доза шприц-ручка 2,4 мл 1 шт + игла 4 шт",По рецепту,,,29441,33441,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/dPkLLpwBO1hvZDjO37BX-300x300,https://gorzdrav.org/p/bundle_sedzharo-rr-dlja-p-k-vved-7-5-mg-doza-shpricruchka-2-4-ml-1-igla-4-666776-3/,Москва
333898,Метфорвел таблетки 500 мг 60 шт,По рецепту,Велфарм,Метформин,39,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/MiByuZUBVT-7ZLtggsze-300x239,https://gorzdrav.org/p/metforvel-tab-p-p-o-500mg-60-333898/,Москва
205379,Голда МВ Таблетки 30 мг 60 шт,По рецепту,Фармасинтез,Гликлазид,230,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/jn6MuJUBybk0vr4zkRuC-300x300,https://gorzdrav.org/p/golda-mv-tabl-30mg-60-205379/,Москва
210454,Метформин Лонг-Озон Таблетки с пролонгированным высвобождением 500 мг 60 шт,По рецепту,Озон,Метформин,359,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/2pxDuZUB7vQMbYfxWENa-300x245,https://gorzdrav.org/p/metformin-long-tabl-p-v-500mg-60-210454/,Москва
3674,Глютаминовая кислота Таблетки 250 мг 10 шт,,Татхимфармпрепараты,Глутаминовая кислота,101,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/yacPtZUBrbRC1cy53DkR-300x300,https://gorzdrav.org/p/gljutaminovaja-kislota-tabl-250mg-n10-3674/,Москва
651269,Метформин-Реневал Таблетки 500 мг 60 шт,По рецепту,Обновление,Метформин,137,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/B8knu5UBAi6hE-ZkdRfi-300x200,https://gorzdrav.org/p/metformin-reneval-tabl-p-pl-ob-500mg-n60-651269/,Москва
206005,Суглат Таблетки покрытые пленочной оболочкой 50 мг 30 шт,По рецепту,Астеллас,Ипраглифлозин,2577,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/RKvguJUBybk0vr4z0Xlb-300x177,https://gorzdrav.org/p/suglat-tabl-p-pl-ob-50mg-30-206005/,Москва
55163,Минирин Мелт таблетки-лиофилизат 120 мкг 30 шт,По рецепту,Ферринг,Десмопрессин,3157,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/6x8ktpUBrbRC1cy5sYPl-300x300,https://gorzdrav.org/p/minirin-tabl-d-rassas-120mkg-n30-55163/,Москва
642226,Энлигрия Раствор для подкожного введения 6 мг/мл шприц-ручка 3 мл 3 шт,По рецепту,Промомед,Лираглутид,17500,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/g46LupUBarzHQIadB-Rs-300x274,https://gorzdrav.org/p/enligrija-6mg-ml-3ml-n3-shpricruchka-rr-p-k-642226/,Москва
55078,Биосулин Н Суспензия для подкожного введения 100 МЕ/мл 3 мл 5 шт,По рецепту,Фармстандарт,Инсулин-изофан [человеческий генно-инженерный],1101,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/BX0jtpUB4hniyrJCp45--300x300,https://gorzdrav.org/p/biosulin-n-susp-p-k-100ed-ml-3ml-fl-5-55078/,Москва
667071-3,Набор из трех упаковок Седжаро Раствор для подкожного введения 10 мг/доза + игла 4 шт,По рецепту,,,37328,41328,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/iJkPLpwBO1hvZDjOQ6_e-300x300,https://gorzdrav.org/p/bundle_sedzharo-0-01-doza-shpricruchka-rr-p-k-igla-n4-667071-3/,Москва
667518,Глимепирид Таблетки 2 мг 90 шт,По рецепту,Пранафарм,Глимепирид,460,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/Uw4rTZwBOkTyP3bfyoRh-300x300,https://gorzdrav.org/p/glimepirid-0-002-n90-tabl-blister-667518/,Москва
22818,"Глибомет Таблетки покрытые пленочной оболочкой 2,5 мг + 400 мг 40 шт",По рецепту,Berlin-Chemie,Глибенкламид+Метформин,869,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/LSFdtZUBrbRC1cy5Np_J-300x300,https://gorzdrav.org/p/glibomet-tabl-p-o-n40-22818/,Москва
49330,Solgar Модуляторы глюкозы Таблетки 60 шт,,Solgar,,2930,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/6UHOtpUB4hniyrJCwk5K-300x300,https://gorzdrav.org/p/solgar-kompleks-moduljatora-gljukozy-tabl-n60-49330/,Москва
664659,"Тирзетта Раствор для подкожного введения 10 мг 0,5 мл 4 шт",По рецепту,Биохимик,Тирзепатид,13719,15244,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/-o9ru5UBRnED4k9i-lQ7-300x300,https://gorzdrav.org/p/tirzetta-rr-p-k-vved-10-mg-0-5-ml-4-664659/,Москва
668719-2,"Набор из двух упаковок Семавик Раствор 0,25мг/0,5мг/1мг/доза 3мл+Игла одноразовая 9 шт",По рецепту,,,10480,11480,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/eIvB4pkBjIJXAzWhQMrp-300x300,https://gorzdrav.org/p/bundle_semavik-rr-p-k-vved-0-25-0-5-1mg-doza-3ml-n1-shpricruchka-igla-odnoraz-n9-668719-2/,Москва
205381,Мерифатин Таблетки 1000 мг 60 шт,По рецепту,Фармасинтез,Метформин,186,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/X3OMuJUB4hniyrJC29gK-193x300,https://gorzdrav.org/p/merifatin-tabl-p-o-1000mg-60-205381/,Москва
31619,Галвус Таблетки 50 мг 28 шт,По рецепту,Новартис Фарма,Вилдаглиптин,834,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/B7CFtZUBrbRC1cy5iU_5-300x300,https://gorzdrav.org/p/galvus-tabl-50mg-n28-31619/,Москва
666603,Глюкофаж Лонг Таблетки с пролонгированным высвобождением 1000 мг 120 шт,По рецепту,МЕРК,Метформин,1426,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/PMYe-pcBH0J-GJRP8nwc-300x300,https://gorzdrav.org/p/gljukofazh-long-tabl-p-o-1000mg-n120-666603/,Москва
210456,Метформин Лонг-Озон Таблетки с пролонгированным высвобождением 750 мг 60 шт,По рецепту,Озон,Метформин,522,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/KnZDuZUBVT-7ZLtgIuDi-300x300,https://gorzdrav.org/p/metformin-long-tabl-p-v-750mg-60-210456/,Москва
600025,Синджарди Таблетки покрытые пленочной оболочкой 1000 мг + 5 мг 60 шт,По рецепту,Берингер,Метформин+Эмпаглифлозин,5476,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/IRBXupUBu1bHOSl1rAXC-300x300,https://gorzdrav.org/p/sindzhardi-1-0-0-005-n60-tabl-p-plen-oboloch-600025/,Москва
667602-2,Набор из двух упаковок Семавик Некст раствор 1 мг шприц-ручка 3 мл 1 шт + игла одноразовая 4 шт.,По рецепту,,,8992,9992,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/5Leo4pkBBFTqaCxSMlZu-300x300,https://gorzdrav.org/p/bundle_semavik-nekst-0-001-doza-3ml-n1-shpricruchka-rr-p-k-igla-odnoraz-n4-667602-2/,Москва
331206,Глимепирид-Озон Таблетки 3 мг 30 шт,По рецепту,Озон,Глимепирид,513,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/NM2wuZUB7vQMbYfxKHGK-300x263,https://gorzdrav.org/p/glimepirid-tab-3mg-30-331206/,Москва
645158,"Глибенкламид+Метформин-Озон Таблетки 2,5 мг + 500 мг 60 шт",По рецепту,Озон,Глибенкламид+Метформин,593,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/fkUtu5UBAi6hE-Zkly2G-300x300,https://gorzdrav.org/p/glibenklamid-metformin-0-0025-0-5-n60-tabl-p-plen-oboloch-645158/,Москва
602431,Форметин Таблетки с пролонгированным высвобождением 500 мг 60 шт,По рецепту,Фармстандарт,Метформин,378,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/pHQwJZoBmzc5Xblznpwc-300x300,https://gorzdrav.org/p/formetin-long-0-5-n60-tabl-prolong-vysvob-p-plen-oboloch-602431/,Москва
663841,Сиофор Лонг Таблетки с пролонгированным высвобождением 750 мг 60 шт,По рецепту,Berlin-Chemie,,442,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/lzleu5UB5yfJBvc3ab9K-300x208,https://gorzdrav.org/p/siofor-long-tab-prolong-750mg-n60-663841/,Москва
205762,Сатерекс Таблетки 30 мг 28 шт,По рецепту,Фармасинтез,Гозоглиптин,1145,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/4q-buJUB4hniyrJCpFv0-179x300,https://gorzdrav.org/p/satereks-tabl-p-o-30mg-28-205762/,Москва
659534,Итилокт БВ Таблетки покрытые пленочной оболочкой 600 мг 30 шт,По рецепту,Гротекс,Тиоктовая кислота,1082,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/qDt9u5UBRnED4k9iQROr-300x233,https://gorzdrav.org/p/itilokt-bv-0-6-n30-tabl-p-plen-oboloch-flak-659534/,Москва
594937,Глимепирид Таблетки 2 мг 30 шт,По рецепту,Сотекс,Глимепирид,280,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/7kk6F5cBRVd5dTIxr_oo-300x216,https://gorzdrav.org/p/glimepirid-tabl-2mg-n30-594937/,Москва
31494,Амарил Таблетки 3 мг 30 шт,По рецепту,Санофи,Глимепирид,1641,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/-67O_JYBq8r59MNXd4d4-300x232,https://gorzdrav.org/p/amaril-tabl-3mg-n30-31494/,Москва
39594,Амарил таблетки 2 мг 90 шт,По рецепту,Санофи,Глимепирид,1245,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/BLDMtZUB4hniyrJC7QHJ-300x300,https://gorzdrav.org/p/amaril-tabl-2mg-n90-39594/,Москва
333876,Мерифатин МВ Таблетки 500 мг 60 шт,По рецепту,Фармасинтез,Метформин,353,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/Yq1yuZUB7vQMbYfxKW0Y-239x300,https://gorzdrav.org/p/merifatin-mv-tab-prolong-500mg-60-333876/,Москва
604034,Глюкоза Порошок для приготовления раствора для приема внутрь,По рецепту,,Декстроза,421,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/Y-5dupUBu1bHOSl1pwkS-197x300,https://gorzdrav.org/p/gljukoza-dlja-gljukozotolerantnogo-testa-75-0-604034/,Москва
42922,НовоРапид ФлексПен Раствор для подкожного и внутривенного введения в шприц-ручках 100 ЕД/мл 3 мл 5 шт,По рецепту,Ново Нордиск,Инсулин аспарт,1977,2197,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/TPLztZUB4hniyrJCjV5b-201x300,https://gorzdrav.org/p/novorapid-flekspen-rr-d-in-100ed-ml-3ml-n5-42922/,Москва
198382,Велметия Таблетки покрытые оболочкой 1000мг + 50мг 56 шт,По рецепту,Берлин-Фарма,Метформин+Ситаглиптин,3245,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/v9vtt5UB4hniyrJCoaCT-300x169,https://gorzdrav.org/p/velmetija-tabl-p-o-1000mg-50mg-56-198382/,Москва
205383,Мерифатин таблетки 500 мг 60 шт,По рецепту,Фармасинтез,Метформин,109,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/pwuMuJUBybk0vr4zjdJS-149x300,https://gorzdrav.org/p/merifatin-tabl-p-o-500mg-60-205383/,Москва
187549,"Трулисити раствор для подкожного введения 1,5 мг/0,5 мл шприц-ручка 4 шт",По рецепту,Lilly France,Дулаглутид,6510,7234,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/g9XQt5UB4hniyrJCSUys-300x300,https://gorzdrav.org/p/trulisiti-rr-d-pk-v1-5mg-0-5ml-shpruch4-187549/,Москва
588676,"Глибенкламид Таблетки 1,75 мг 120 шт",По рецепту,Озон,Глибенкламид,133,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/mDSHyJkBBFTqaCxS9LhP-300x167,https://gorzdrav.org/p/glibenklamid-tab-1-75mg-120-588676/,Москва
34491,Амарил таблетки 4 мг 30 шт,По рецепту,Санофи,Глимепирид,2119,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/k_actZUBybk0vr4zdPYJ-300x300,https://gorzdrav.org/p/amaril-tabl-4mg-n30-34491/,Москва
19466,"Глюкованс Таблетки покрытые оболочкой 2,5 мг + 500 мг 30 шт",По рецепту,МЕРК,Глибенкламид+Метформин,546,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/OVxTtZUBybk0vr4zlAjH-300x300,https://gorzdrav.org/p/gljukovans-tabl-p-o-500mg-2-5mg-n30-19466/,Москва
26115,Глидиаб МВ Таблетки 30 мг 60 шт,По рецепту,Акрихин,Гликлазид,275,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/fFhstZUBrbRC1cy5iqnG-300x300,https://gorzdrav.org/p/glidiab-mv-tabl-30mg-n60-26115/,Москва
207712,Гликлазид МВ-Озон Таблетки с модифицированным высвобождением 60 мг 30 шт,По рецепту,Озон,Гликлазид,242,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/vMYquZUB4hniyrJCN1gQ-300x300,https://gorzdrav.org/p/gliklazid-mv-tab-modif-v-60mg-30-207712/,Москва
596173,Форметин Лонг Таблетки с пролонгированным высвобождением 1000 мг 60 шт,По рецепту,Фармстандарт,Метформин,575,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/F6gvJZoBy6WW8PWFxn1b-300x300,https://gorzdrav.org/p/formetin-long-1-0-n60-tabl-prolong-vysvob-p-plen-oboloch-596173/,Москва
40683,Диабетон МВ Таблетки 60 мг 30 шт,По рецепту,СЕРВЬЕ РУС,Гликлазид,250,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/5abatZUB4hniyrJCh2Vv-300x300,https://gorzdrav.org/p/diabeton-mv-tabl-60mg-n30-40683/,Москва
40807,Глимепирид-Вертекс Таблетки 3 мг 30 шт,По рецепту,Вертекс,Глимепирид,474,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/hDnctZUBrbRC1cy5VQ7p-300x300,https://gorzdrav.org/p/glimepirid-verte-tabl-3mg-n30-40807/,Москва
198703,Соликва Солостар Раствор 100 ед/мл + 33 мкг/мл 3 мл 3 шт,По рецепту,Санофи,Инсулин гларгин+Ликсисенатид,3907,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/XpONuJUBybk0vr4zTHP_-300x204,https://gorzdrav.org/p/solikva-solostar-100ed-ml-33mkg-ml-3ml3-198703/,Москва
665536,Ситаглиптин Таблетки 100 мг 28,По рецепту,Рафарма,Ситаглиптин,787,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/NyQRH5gBH0J-GJRPhGxt-300x228,https://gorzdrav.org/p/sitagliptin-0-1-n28-tabl-p-plen-oboloch-665536/,Москва
652893,Илдиглип Таблетки 50 мг 60 шт,По рецепту,ИЗВАРИНО ФАРМА,,1429,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/-Spsu5UBAi6hE-ZkjoAA-300x216,https://gorzdrav.org/p/ildiglip-0-05-n60-tabl-652893/,Москва
663839,Сиофор Лонг Таблетки с пролонгированным высвобождением 1000 мг 60 шт,По рецепту,Berlin-Chemie,,520,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/z_dfu5UBAi6hE-ZkEnKK-300x208,https://gorzdrav.org/p/siofor-long-tab-prolong-1000mg-n60-663839/,Москва
651278,Метформин-Реневал Таблетки 850 мг 60 шт,По рецепту,Обновление,Метформин,187,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/bzImu5UB5yfJBvc3HNob-300x200,https://gorzdrav.org/p/metformin-reneval-tabl-p-pl-ob-850mg-n60-651278/,Москва
665712,Энлигрия Раствор для подкожного введения 6 мг/мл 3 мл шприц-ручка 1 шт,По рецепту,МЕДСИНТЕЗ ЗАВОД,Лираглутид,7264,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/RAZBbpsBOkTyP3bfb-6H-300x299,https://gorzdrav.org/p/enligrija-0-006-ml-3ml-n1-shpricruchka-rr-p-k-665712/,Москва
337784,Инкресинк Таблетки 25 мг + 30 мг 28 шт,По рецепту,Такеда Фармасьютикалс,Алоглиптин+Пиоглитазон,1982,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/0g_quZUBVT-7ZLtgDJLU-300x200,https://gorzdrav.org/p/inkresink-0-025-0-03-n28-tabl-p-plen-oboloch-337784/,Москва
43348,"Комбоглиз Пролонг Таблетки с модифицированным высвобождением покрытые пленочной оболочкой 1000 мг + 2,5 мг 56 шт",По рецепту,AstraZeneca,Метформин+Саксаглиптин,3578,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/hOP4tZUBybk0vr4zTCFL-300x300,https://gorzdrav.org/p/kombogliz-prolong-tabl-p-pl-ob-1000mg-2-5mg-n56-43348/,Москва
194007,Кселевия таблетки 100 мг 28 шт,По рецепту,Berlin-Chemie,Ситаглиптин,1360,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/pNjWt5UBybk0vr4zTZ2r-300x300,https://gorzdrav.org/p/kselevija-tabl-p-o-100mg-n28-194007/,Москва
35932,Амарил М Таблетки 2 мг + 500 мг 30 шт,По рецепту,Санофи,Глимепирид+Метформин,1278,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/AtCstZUB4hniyrJCQatu-300x300,https://gorzdrav.org/p/amaril-m-tabl-2mg-500mg-n30-35932/,Москва
210452,Метформин Лонг-Озон Таблетки с пролонгированным высвобождением 1000 мг 60 шт,По рецепту,Озон,Метформин,600,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/SPdCuZUBVT-7ZLtg1In8-300x214,https://gorzdrav.org/p/metformin-long-tabl-p-v-1000mg-60-210452/,Москва
17086,Липоевая кислота Марбиофарм Таблетки 25 мг 50 шт,По рецепту,Марбиофарм,Тиоктовая кислота,56,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/8y5MtZUBybk0vr4zAHVX-300x300,https://gorzdrav.org/p/lipoevaja-kislota-tabl-p-o-25mg-n50-17086/,Москва
626185,Форсига Таблетки покрытые пленочной оболочкой 10 мг 90 шт,По рецепту,AstraZeneca,Дапаглифлозин,7467,8297,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/DwASoZcB2BGN4fsdNoWX-300x300,https://gorzdrav.org/p/-forsiga-0-01-n90-tabl-p-plen-oboloch-626185/,Москва
643691,Вилдаглиптин Таблетки 50 мг 28 шт,По рецепту,Алиум,Вилдаглиптин,739,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/H2FNdpgBHhsKBsZeA7sN-300x300,https://gorzdrav.org/p/vildagliptin-0-05-n28-tabl-643691/,Москва
646958,Энлигрия Раствор для подкожного введения 6 мг/мл шприц-ручка 3 мл 5 шт,По рецепту,Промомед,Лираглутид,27392,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/rA6qupUBRjkwyzW3-eAZ-300x185,https://gorzdrav.org/p/enligrija-0-006-ml-3ml-n5-shpricruchka-rr-p-k-646958/,Москва
624833,Росинсулин Р Раствор для инъекций Медсинтез картридж в шприц-ручке КомфортПен 100МЕ/мл 3 мл 5 шт,По рецепту,МЕДСИНТЕЗ ЗАВОД,Инсулин растворимый [человеческий генно-инженерный],1713,,https://gorzdrav.org/api/v1/multimedia/media/downloadFile/B5lBupUBRjkwyzW3TFfO-300x300,https://gorzdrav.org/p/rosinsulin-r-medsintez-100me-ml-3ml-n5-kartridzh-v-shpricruchke-rosinsulin-komfortpen-rr-d-624833/,Москва
